game_date,pts,team1-1-power-forward,team1-1-point-guard,team1-1-shooting-guard,team1-1-small-forward,team1-1-center,team1-1-power-forward-exp,team1-1-point-guard-exp,team1-1-shooting-guard-exp,team1-1-small-forward-exp,team1-1-center-exp,team1-2-power-forward,team1-2-point-guard,team1-2-shooting-guard,team1-2-small-forward,team1-2-center,team1-2-power-forward-exp,team1-2-point-guard-exp,team1-2-shooting-guard-exp,team1-2-small-forward-exp,team1-2-center-exp,team2-1-power-forward,team2-1-point-guard,team2-1-shooting-guard,team2-1-small-forward,team2-1-center,team2-1-power-forward-exp,team2-1-point-guard-exp,team2-1-shooting-guard-exp,team2-1-small-forward-exp,team2-1-center-exp,team2-2-power-forward,team2-2-point-guard,team2-2-shooting-guard,team2-2-small-forward,team2-2-center,team2-2-power-forward-exp,team2-2-point-guard-exp,team2-2-shooting-guard-exp,team2-2-small-forward-exp,team2-2-center-exp,team2,team1
2018,104,2,23,15,44,28,4,1,7,R,7,143,50,112,4,77,1,4,8,5,1,125,4,166,54,48,R,6,R,7,5,129,33,140,17,19,R,3,R,6,10,BOS,MIL
2018,90,102,37,106,45,79,R,1,12,1,1,76,2,10,3,64,8,8,6,10,2,148,35,87,30,2,R,8,1,3,11,34,52,164,21,110,16,R,2,11,3,SAS,GSW
2018,103,148,35,87,30,2,R,8,1,3,11,34,52,164,21,110,16,R,2,11,3,102,37,106,45,79,R,1,12,1,1,76,2,10,3,64,8,8,6,10,2,GSW,SAS
2018,131,74,8,118,53,1,8,8,13,4,7,1,38,82,33,59,5,R,4,3,9,104,1,108,25,53,R,5,1,7,7,132,93,110,38,70,R,3,2,5,5,POR,NOP
2018,123,104,1,108,25,53,R,5,1,7,7,132,93,110,38,70,R,3,2,5,5,74,8,118,53,1,8,8,13,4,7,1,38,82,33,59,5,R,4,3,9,NOP,POR
2018,121,59,47,149,3,87,2,2,9,6,7,121,40,47,7,49,2,8,17,3,4,40,55,163,20,15,9,3,2,13,3,117,9,63,50,65,3,12,4,R,1,HOU,MIN
2018,105,40,55,163,20,15,9,3,2,13,3,117,9,63,50,65,3,12,4,R,1,59,47,149,3,87,2,2,9,6,7,121,40,47,7,49,2,8,17,3,4,MIN,HOU
2018,102,8,3,88,49,14,14,9,12,R,4,85,134,6,27,76,10,13,7,3,R,37,42,76,56,86,5,2,6,1,R,72,49,21,91,24,7,2,3,R,7,UTA,OKC
2018,115,37,42,76,56,86,5,2,6,1,R,72,49,21,91,24,7,2,3,R,7,8,3,88,49,14,14,9,12,R,4,85,134,6,27,76,10,13,7,3,R,OKC,UTA
2018,102,86,31,45,31,40,7,8,8,8,R,153,31,40,31,13,14,8,3,8,5,65,44,74,20,3,2,R,9,4,1,64,45,33,20,45,7,2,10,4,2,PHI,MIA
2018,106,65,44,74,20,3,2,R,9,4,1,64,45,33,20,45,7,2,10,4,2,86,31,45,31,40,7,8,8,8,R,153,31,40,31,13,14,8,3,8,5,MIA,PHI
2018,122,128,53,4,135,32,2,3,5,R,10,26,6,98,135,57,6,7,8,R,9,133,13,151,40,23,3,11,3,R,8,121,143,131,2,72,R,R,1,8,3,TOR,WAS
2018,103,133,13,151,40,23,3,11,3,R,8,121,143,131,2,72,R,R,1,8,3,128,53,4,135,32,2,3,5,R,10,26,6,98,135,57,6,7,8,R,9,WAS,TOR
2018,90,37,20,153,1,71,5,3,1,14,13,88,36,21,46,50,11,9,3,R,6,64,27,3,147,85,7,8,4,1,R,123,43,55,147,38,R,6,7,1,13,IND,CLE
2018,92,64,27,3,147,85,7,8,4,1,R,123,43,55,147,38,R,6,7,1,13,37,20,153,1,71,5,3,1,14,13,88,36,21,46,50,11,9,3,R,6,CLE,IND
2018,92,125,4,166,54,48,R,6,R,7,5,129,33,140,17,19,R,3,R,6,10,2,23,15,44,28,4,1,7,R,7,143,50,112,4,77,1,4,8,5,1,MIL,BOS
2018,116,2,23,15,44,28,4,1,7,R,7,143,50,112,4,77,1,4,8,5,1,125,4,166,54,48,R,6,R,7,5,129,33,140,17,19,R,3,R,6,10,BOS,MIL
2018,102,104,1,108,25,53,R,5,1,7,7,132,93,110,38,70,R,3,2,5,5,74,8,118,53,1,8,8,13,4,7,1,38,82,33,59,5,R,4,3,9,NOP,POR
2018,119,74,8,118,53,1,8,8,13,4,7,1,38,82,33,59,5,R,4,3,9,104,1,108,25,53,R,5,1,7,7,132,93,110,38,70,R,3,2,5,5,POR,NOP
2018,108,86,31,45,31,40,7,8,8,8,R,153,31,40,31,13,14,8,3,8,5,65,44,74,20,3,2,R,9,4,1,64,45,33,20,45,7,2,10,4,2,PHI,MIA
2018,128,65,44,74,20,3,2,R,9,4,1,64,45,33,20,45,7,2,10,4,2,86,31,45,31,40,7,8,8,8,R,153,31,40,31,13,14,8,3,8,5,MIA,PHI
2018,97,148,35,87,30,2,R,8,1,3,11,34,52,164,21,110,16,R,2,11,3,102,37,106,45,79,R,1,12,1,1,76,2,10,3,64,8,8,6,10,2,GSW,SAS
2018,110,102,37,106,45,79,R,1,12,1,1,76,2,10,3,64,8,8,6,10,2,148,35,87,30,2,R,8,1,3,11,34,52,164,21,110,16,R,2,11,3,SAS,GSW
2018,102,37,42,76,56,86,5,2,6,1,R,72,49,21,91,24,7,2,3,R,7,8,3,88,49,14,14,9,12,R,4,85,134,6,27,76,10,13,7,3,R,OKC,UTA
2018,95,8,3,88,49,14,14,9,12,R,4,85,134,6,27,76,10,13,7,3,R,37,42,76,56,86,5,2,6,1,R,72,49,21,91,24,7,2,3,R,7,UTA,OKC
2018,102,40,55,163,20,15,9,3,2,13,3,117,9,63,50,65,3,12,4,R,1,59,47,149,3,87,2,2,9,6,7,121,40,47,7,49,2,8,17,3,4,MIN,HOU
2018,82,59,47,149,3,87,2,2,9,6,7,121,40,47,7,49,2,8,17,3,4,40,55,163,20,15,9,3,2,13,3,117,9,63,50,65,3,12,4,R,1,HOU,MIN
2018,100,37,20,153,1,71,5,3,1,14,13,88,36,21,46,50,11,9,3,R,6,64,27,3,147,85,7,8,4,1,R,123,43,55,147,38,R,6,7,1,13,IND,CLE
2018,97,64,27,3,147,85,7,8,4,1,R,123,43,55,147,38,R,6,7,1,13,37,20,153,1,71,5,3,1,14,13,88,36,21,46,50,11,9,3,R,6,CLE,IND
2018,119,128,53,4,135,32,2,3,5,R,10,26,6,98,135,57,6,7,8,R,9,133,13,151,40,23,3,11,3,R,8,121,143,131,2,72,R,R,1,8,3,TOR,WAS
2018,130,133,13,151,40,23,3,11,3,R,8,121,143,131,2,72,R,R,1,8,3,128,53,4,135,32,2,3,5,R,10,26,6,98,135,57,6,7,8,R,9,WAS,TOR
2018,111,74,8,118,53,1,8,8,13,4,7,1,38,82,33,59,5,R,4,3,9,104,1,108,25,53,R,5,1,7,7,132,93,110,38,70,R,3,2,5,5,POR,NOP
2018,102,104,1,108,25,53,R,5,1,7,7,132,93,110,38,70,R,3,2,5,5,74,8,118,53,1,8,8,13,4,7,1,38,82,33,59,5,R,4,3,9,NOP,POR
2018,106,2,23,15,44,28,4,1,7,R,7,143,50,112,4,77,1,4,8,5,1,125,4,166,54,48,R,6,R,7,5,129,33,140,17,19,R,3,R,6,10,BOS,MIL
2018,120,125,4,166,54,48,R,6,R,7,5,129,33,140,17,19,R,3,R,6,10,2,23,15,44,28,4,1,7,R,7,143,50,112,4,77,1,4,8,5,1,MIL,BOS
2018,101,148,35,87,30,2,R,8,1,3,11,34,52,164,21,110,16,R,2,11,3,102,37,106,45,79,R,1,12,1,1,76,2,10,3,64,8,8,6,10,2,GSW,SAS
2018,116,102,37,106,45,79,R,1,12,1,1,76,2,10,3,64,8,8,6,10,2,148,35,87,30,2,R,8,1,3,11,34,52,164,21,110,16,R,2,11,3,SAS,GSW
2018,103,65,44,74,20,3,2,R,9,4,1,64,45,33,20,45,7,2,10,4,2,86,31,45,31,40,7,8,8,8,R,153,31,40,31,13,14,8,3,8,5,MIA,PHI
2018,113,86,31,45,31,40,7,8,8,8,R,153,31,40,31,13,14,8,3,8,5,65,44,74,20,3,2,R,9,4,1,64,45,33,20,45,7,2,10,4,2,PHI,MIA
2018,116,8,3,88,49,14,14,9,12,R,4,85,134,6,27,76,10,13,7,3,R,37,42,76,56,86,5,2,6,1,R,72,49,21,91,24,7,2,3,R,7,UTA,OKC
2018,108,37,42,76,56,86,5,2,6,1,R,72,49,21,91,24,7,2,3,R,7,8,3,88,49,14,14,9,12,R,4,85,134,6,27,76,10,13,7,3,R,OKC,UTA
2018,98,64,27,3,147,85,7,8,4,1,R,123,43,55,147,38,R,6,7,1,13,37,20,153,1,71,5,3,1,14,13,88,36,21,46,50,11,9,3,R,6,CLE,IND
2018,80,37,20,153,1,71,5,3,1,14,13,88,36,21,46,50,11,9,3,R,6,64,27,3,147,85,7,8,4,1,R,123,43,55,147,38,R,6,7,1,13,IND,CLE
2018,101,59,47,149,3,87,2,2,9,6,7,121,40,47,7,49,2,8,17,3,4,40,55,163,20,15,9,3,2,13,3,117,9,63,50,65,3,12,4,R,1,HOU,MIN
2018,104,40,55,163,20,15,9,3,2,13,3,117,9,63,50,65,3,12,4,R,1,59,47,149,3,87,2,2,9,6,7,121,40,47,7,49,2,8,17,3,4,MIN,HOU
2018,113,125,4,166,54,48,R,6,R,7,5,129,33,140,17,19,R,3,R,6,10,2,23,15,44,28,4,1,7,R,7,143,50,112,4,77,1,4,8,5,1,MIL,BOS
2018,107,2,23,15,44,28,4,1,7,R,7,143,50,112,4,77,1,4,8,5,1,125,4,166,54,48,R,6,R,7,5,129,33,140,17,19,R,3,R,6,10,BOS,MIL
2018,114,133,13,151,40,23,3,11,3,R,8,121,143,131,2,72,R,R,1,8,3,128,53,4,135,32,2,3,5,R,10,26,6,98,135,57,6,7,8,R,9,WAS,TOR
2018,106,128,53,4,135,32,2,3,5,R,10,26,6,98,135,57,6,7,8,R,9,133,13,151,40,23,3,11,3,R,8,121,143,131,2,72,R,R,1,8,3,TOR,WAS
2018,97,74,8,118,53,1,8,8,13,4,7,1,38,82,33,59,5,R,4,3,9,104,1,108,25,53,R,5,1,7,7,132,93,110,38,70,R,3,2,5,5,POR,NOP
2018,95,104,1,108,25,53,R,5,1,7,7,132,93,110,38,70,R,3,2,5,5,74,8,118,53,1,8,8,13,4,7,1,38,82,33,59,5,R,4,3,9,NOP,POR
2018,113,102,37,106,45,79,R,1,12,1,1,76,2,10,3,64,8,8,6,10,2,148,35,87,30,2,R,8,1,3,11,34,52,164,21,110,16,R,2,11,3,SAS,GSW
2018,92,148,35,87,30,2,R,8,1,3,11,34,52,164,21,110,16,R,2,11,3,102,37,106,45,79,R,1,12,1,1,76,2,10,3,64,8,8,6,10,2,GSW,SAS
2018,130,65,44,74,20,3,2,R,9,4,1,64,45,33,20,45,7,2,10,4,2,86,31,45,31,40,7,8,8,8,R,153,31,40,31,13,14,8,3,8,5,MIA,PHI
2018,103,86,31,45,31,40,7,8,8,8,R,153,31,40,31,13,14,8,3,8,5,65,44,74,20,3,2,R,9,4,1,64,45,33,20,45,7,2,10,4,2,PHI,MIA
2017,129,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,GSW
2017,120,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,CLE
2017,116,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,GSW
2017,137,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,CLE
2017,118,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,GSW
2017,113,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,CLE
2017,113,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,CLE
2017,132,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,GSW
2017,91,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,CLE
2017,113,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,GSW
2017,135,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,CLE
2017,102,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,BOS
2017,99,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,BOS
2017,112,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,CLE
2017,129,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,GSW
2017,115,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,SAS
2017,111,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,BOS
2017,108,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,CLE
2017,108,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,SAS
2017,120,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,GSW
2017,130,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,CLE
2017,86,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,BOS
2017,104,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,BOS
2017,117,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,CLE
2017,136,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,GSW
2017,100,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,SAS
2017,105,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,WAS
2017,115,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,BOS
2017,111,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,SAS
2017,113,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,GSW
2017,91,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,BOS
2017,92,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,WAS
2017,75,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,HOU
2017,114,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,HOU,SAS
2017,101,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,WAS
2017,123,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,BOS
2017,110,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,HOU,SAS
2017,107,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,HOU
2017,121,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,UTA,GSW
2017,95,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,UTA
2017,102,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,BOS
2017,121,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,WAS
2017,102,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,TOR
2017,109,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,TOR,CLE
2017,125,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,HOU
2017,104,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,HOU,SAS
2017,91,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,UTA
2017,102,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,UTA,GSW
2017,115,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,TOR,CLE
2017,94,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,TOR
2017,103,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,HOU,SAS
2017,92,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,HOU
2017,89,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,BOS
2017,116,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,WAS
2017,104,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,UTA
2017,115,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,UTA,GSW
2017,125,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,TOR,CLE
2017,103,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,TOR
2017,96,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,HOU
2017,121,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,HOU,SAS
2017,119,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,WAS
2017,129,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,BOS
2017,94,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,GSW,UTA
2017,106,2,3,71,30,83,9,7,3,13,R,33,47,96,40,79,4,12,11,R,1,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,UTA,GSW
2017,116,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,TOR,CLE
2017,105,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,123,4,94,2,73,14,5,14,13,11,40,25,106,79,69,10,11,R,15,1,CLE,TOR
2017,126,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,HOU
2017,99,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,HOU,SAS
2017,104,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,80,10,121,42,18,11,11,7,18,8,5,135,27,135,87,6,R,16,R,R,LAC,UTA
2017,91,80,10,121,42,18,11,11,7,18,8,5,135,27,135,87,6,R,16,R,R,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,UTA,LAC
2017,123,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,BOS
2017,111,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,WAS
2017,115,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,96,59,125,17,17,12,6,R,4,12,131,9,92,9,50,3,10,R,10,3,ATL,WAS
2017,99,96,59,125,17,17,12,6,R,4,12,131,9,92,9,50,3,10,R,10,3,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,ATL
2017,93,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,80,10,121,42,18,11,11,7,18,8,5,135,27,135,87,6,R,16,R,R,LAC,UTA
2017,98,80,10,121,42,18,11,11,7,18,8,5,135,27,135,87,6,R,16,R,R,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,UTA,LAC
2017,83,28,41,100,4,26,7,3,3,5,8,82,46,87,21,46,2,1,1,2,1,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,CHI
2017,105,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,28,41,100,4,26,7,3,3,5,8,82,46,87,21,46,2,1,1,2,1,CHI,BOS
2017,96,130,8,51,33,5,R,9,12,5,8,42,48,115,108,108,2,7,R,1,1,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,SAS,MEM
2017,103,24,31,126,41,7,15,7,R,2,10,48,41,111,29,88,11,15,R,7,9,130,8,51,33,5,R,9,12,5,8,42,48,115,108,108,2,7,R,1,1,MEM,SAS
2017,89,3,27,103,9,22,3,R,17,4,6,37,36,122,51,80,8,3,1,10,4,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,TOR,MIL
2017,92,132,33,29,1,10,2,5,4,7,7,43,7,120,25,67,7,10,R,1,2,3,27,103,9,22,3,R,17,4,6,37,36,122,51,80,8,3,1,10,4,MIL,TOR
2017,103,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,96,59,125,17,17,12,6,R,4,12,131,9,92,9,50,3,10,R,10,3,ATL,WAS
2017,99,96,59,125,17,17,12,6,R,4,12,131,9,92,9,50,3,10,R,10,3,124,47,4,121,24,1,3,4,4,9,15,6,69,121,55,5,6,7,4,8,WAS,ATL
2017,108,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,28,41,100,4,26,7,3,3,5,8,82,46,87,21,46,2,1,1,2,1,CHI,BOS
2017,97,28,41,100,4,26,7,3,3,5,8,82,46,87,21,46,2,1,1,2,1,16,14,77,62,15,4,6,R,11,9,110,26,88,62,70,6,2,9,11,4,BOS,CHI
2017,99,114,54,91,35,23,5,R,8,2,3,129,46,14,21,13,12,1,3,2,5,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,HOU,OKC
2017,105,17,30,102,16,19,8,4,2,12,2,97,57,13,61,33,9,2,8,1,1,114,54,91,35,23,5,R,8,2,3,129,46,14,21,13,12,1,3,2,5,OKC,HOU
2017,96,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,80,10,121,42,18,11,11,7,18,8,5,135,27,135,87,6,R,16,R,R,LAC,UTA
2017,92,80,10,121,42,18,11,11,7,18,8,5,135,27,135,87,6,R,16,R,R,128,42,73,6,65,R,1,5,6,13,68,13,26,56,31,1,8,2,1,6,UTA,LAC
